Solution,Power,Latency,Cost
0,182.06833788887934,1122.4066354879947,32.58144551799482
1,182.06833788887934,1122.4066354879947,32.58144551799482
2,182.06833788887934,1122.4066354879947,32.58144551799482
3,182.06833788887934,1122.4066354879947,32.58144551799482
4,182.06833788887934,1122.4066354879947,32.58144551799482
5,182.06833788887934,1122.4066354879947,32.58144551799482
6,182.06833788887934,1122.4066354879947,32.58144551799482
7,182.06833788887934,1122.4066354879947,32.58144551799482
8,182.06833788887934,1122.4066354879947,32.58144551799482
9,182.06833788887934,1122.4066354879947,32.58144551799482
10,182.06833788887934,1122.4066354879947,32.58144551799482
11,182.06833788887934,1122.4066354879947,32.58144551799482
12,182.06833788887934,1122.4066354879947,32.58144551799482
13,182.06833788887934,1122.4066354879947,32.58144551799482
14,182.06833788887934,1122.4066354879947,32.58144551799482
15,182.06833788887934,1122.4066354879947,32.58144551799482
16,182.06833788887934,1122.4066354879947,32.58144551799482
17,182.06833788887934,1122.4066354879947,32.58144551799482
18,182.06833788887934,1122.4066354879947,32.58144551799482
19,182.06833788887934,1122.4066354879947,32.58144551799482
20,182.06833788887934,1122.4066354879947,32.58144551799482
21,182.06833788887934,1122.4066354879947,32.58144551799482
22,182.06833788887934,1122.4066354879947,32.58144551799482
23,182.06833788887934,1122.4066354879947,32.58144551799482
24,182.06833788887934,1122.4066354879947,32.58144551799482
25,182.06833788887934,1122.4066354879947,32.58144551799482
26,182.06833788887934,1122.4066354879947,32.58144551799482
27,182.06833788887934,1122.4066354879947,32.58144551799482
28,182.06833788887934,1122.4066354879947,32.58144551799482
29,182.06833788887934,1122.4066354879947,32.58144551799482
30,182.06833788887934,1122.4066354879947,32.58144551799482
31,182.06833788887934,1122.4066354879947,32.58144551799482
32,182.06833788887934,1122.4066354879947,32.58144551799482
33,182.06833788887934,1122.4066354879947,32.58144551799482
34,182.06833788887934,1122.4066354879947,32.58144551799482
35,182.06833788887934,1122.4066354879947,32.58144551799482
36,182.06833788887934,1122.4066354879947,32.58144551799482
37,182.06833788887934,1122.4066354879947,32.58144551799482
38,182.06833788887934,1122.4066354879947,32.58144551799482
39,182.06833788887934,1122.4066354879947,32.58144551799482
40,182.06833788887934,1122.4066354879947,32.58144551799482
41,182.06833788887934,1122.4066354879947,32.58144551799482
42,182.06833788887934,1122.4066354879947,32.58144551799482
43,182.06833788887934,1122.4066354879947,32.58144551799482
44,182.06833788887934,1122.4066354879947,32.58144551799482
45,182.06833788887934,1122.4066354879947,32.58144551799482
46,182.06833788887934,1122.4066354879947,32.58144551799482
47,182.06833788887934,1122.4066354879947,32.58144551799482
48,182.06833788887934,1122.4066354879947,32.58144551799482
49,182.06833788887934,1122.4066354879947,32.58144551799482
